timestamp,spm72_wm2,image,spm72_status,emi_timestamp,time_difference_s,node_id,temp_front,temp_rear,temp_pv_bifacial,current_front,current_rear,bme_temperature,bme_humidity,bme_pressure,arduino_uptime,series_id
2026-08-21T09:14:25.000Z,672,series/20260821_115655/20260821_121425.jpg,VALID,2026-08-21T09:14:28.689Z,3.689,1,46.25,46.75,30.75,61.9,104.8,32.27,48.57,995.7,8210,S05
2026-08-21T09:14:55.000Z,670,series/20260821_115655/20260821_121455.jpg,VALID,2026-08-21T09:14:58.700Z,3.7,1,46.75,46.75,31,61.7,104.6,32.31,48.42,995.7,8240,S05
2026-08-21T09:15:25.000Z,672,series/20260821_115655/20260821_121525.jpg,VALID,2026-08-21T09:15:28.718Z,3.718,1,47,47,31,61.7,104.8,32.43,48.13,995.6,8270,S05
2026-08-21T09:15:55.000Z,674,series/20260821_115655/20260821_121555.jpg,VALID,2026-08-21T09:15:58.908Z,3.908,1,47,47.25,31,62,105.1,32.16,48.23,995.7,8300,S05
2026-08-21T09:16:25.000Z,676,series/20260821_115655/20260821_121625.jpg,VALID,2026-08-21T09:16:28.742Z,3.742,1,47,47.25,31,62.1,105.5,32.02,48.47,995.6,8325,S05
2026-08-21T09:16:55.000Z,676,series/20260821_115655/20260821_121655.jpg,VALID,2026-08-21T09:16:58.743Z,3.743,1,47,47.25,31,62.2,105.4,31.38,49.43,995.6,8355,S05
2026-08-21T09:17:25.000Z,678,series/20260821_115655/20260821_121725.jpg,VALID,2026-08-21T09:17:28.756Z,3.756,1,47,47.25,31,62.3,105.5,31.08,50.09,995.6,8385,S05
2026-08-21T09:17:55.000Z,676,series/20260821_115655/20260821_121755.jpg,VALID,2026-08-21T09:17:58.764Z,3.764,1,46.75,47,31,62.1,105.2,31.37,49.33,995.6,8415,S05
2026-08-21T09:18:25.000Z,677,series/20260821_115655/20260821_121825.jpg,VALID,2026-08-21T09:18:28.776Z,3.776,1,46.75,47,31,62.3,105.6,31.18,49.84,995.7,8445,S05
2026-08-21T09:18:55.000Z,676,series/20260821_115655/20260821_121855.jpg,VALID,2026-08-21T09:18:58.785Z,3.785,1,46.75,47,31,62.1,105.2,31.18,49.46,995.6,8475,S05
2026-08-21T09:19:25.000Z,675,series/20260821_115655/20260821_121925.jpg,VALID,2026-08-21T09:19:28.798Z,3.798,1,46.5,47,31,61.9,104.8,31.49,49.44,995.6,8505,S05
2026-08-21T09:19:55.000Z,673,series/20260821_115655/20260821_121955.jpg,VALID,2026-08-21T09:19:58.799Z,3.799,1,46.5,47,30.75,61.7,104.8,31.55,49.29,995.6,8535,S05
2026-08-21T09:20:25.000Z,675,series/20260821_115655/20260821_122025.jpg,VALID,2026-08-21T09:20:28.814Z,3.814,1,46.5,46.75,30.75,61.9,105.1,31.28,49.55,995.5,8565,S05
2026-08-21T09:20:55.000Z,676,series/20260821_115655/20260821_122055.jpg,VALID,2026-08-21T09:20:58.826Z,3.826,1,46.25,46.75,31,62,105.2,31.24,49.75,995.5,8595,S05
2026-08-21T09:21:25.000Z,676,series/20260821_115655/20260821_122125.jpg,VALID,2026-08-21T09:21:28.838Z,3.838,1,46.25,46.75,30.75,62.1,105.1,31.43,49.56,995.5,8625,S05
2026-08-21T09:21:55.000Z,678,series/20260821_115655/20260821_122155.jpg,VALID,2026-08-21T09:21:58.848Z,3.848,1,46.25,46.75,30.75,62.3,105.6,31.71,49.4,995.6,8655,S05
2026-08-21T09:22:25.000Z,677,series/20260821_115655/20260821_122225.jpg,VALID,2026-08-21T09:22:28.860Z,3.86,1,46.25,46.75,31,62.2,105.4,30.64,50.4,995.6,8685,S05
2026-08-21T09:22:55.000Z,678,series/20260821_115655/20260821_122255.jpg,VALID,2026-08-21T09:22:58.864Z,3.864,1,46.25,46.5,31,62.4,105.5,30.53,50.89,995.5,8715,S05
2026-08-21T09:23:25.000Z,677,series/20260821_115655/20260821_122325.jpg,VALID,2026-08-21T09:23:28.876Z,3.876,1,46.25,46.5,30.75,62,105.1,30.79,50.67,995.5,8745,S05
2026-08-21T09:23:55.000Z,679,series/20260821_115655/20260821_122355.jpg,VALID,2026-08-21T09:23:58.885Z,3.885,1,46,46.5,30.75,62.2,105.6,31.06,50.42,995.5,8775,S05
2026-08-21T09:24:25.000Z,678,series/20260821_115655/20260821_122425.jpg,VALID,2026-08-21T09:24:28.899Z,3.899,1,46,46.5,30.75,62.2,105.5,31.26,50.1,995.5,8805,S05
2026-08-21T09:24:55.000Z,682,series/20260821_115655/20260821_122455.jpg,VALID,2026-08-21T09:24:58.906Z,3.906,1,46,46.5,30.75,62.7,106.3,31.33,50.19,995.5,8835,S05
2026-08-21T09:25:25.000Z,683,series/20260821_115655/20260821_122525.jpg,VALID,2026-08-21T09:25:28.917Z,3.917,1,46.25,46.5,31,62.8,106.6,31.31,49.92,995.5,8865,S05
2026-08-21T09:25:55.000Z,684,series/20260821_115655/20260821_122555.jpg,VALID,2026-08-21T09:25:58.927Z,3.927,1,46.25,46.75,31,62.8,106.6,31.52,50.27,995.6,8895,S05
2026-08-21T09:26:25.000Z,683,series/20260821_115655/20260821_122625.jpg,VALID,2026-08-21T09:26:28.938Z,3.938,1,46.5,46.75,31,62.9,106.8,31.85,49.77,995.6,8925,S05
2026-08-21T09:26:55.000Z,688,series/20260821_115655/20260821_122655.jpg,VALID,2026-08-21T09:26:58.944Z,3.944,1,46.75,47,31,63.3,107.3,31.65,49.82,995.6,8955,S05
2026-08-21T09:27:25.000Z,689,series/20260821_115655/20260821_122725.jpg,VALID,2026-08-21T09:27:28.955Z,3.955,1,46.75,47.25,31.25,63.5,107.8,31.92,49.78,995.6,8985,S05
2026-08-21T09:27:55.000Z,692,series/20260821_115655/20260821_122755.jpg,VALID,2026-08-21T09:27:58.957Z,3.957,1,47,47.25,31.25,63.6,108,32,49.37,995.6,9015,S05
2026-08-21T09:28:25.000Z,689,series/20260821_115655/20260821_122825.jpg,VALID,2026-08-21T09:28:28.969Z,3.969,1,47.25,47.5,31.25,63.5,107.6,32.16,48.76,995.6,9045,S05
2026-08-21T09:28:55.000Z,693,series/20260821_115655/20260821_122855.jpg,VALID,2026-08-21T09:28:59.157Z,4.157,1,47.5,47.5,31.25,63.9,108.3,31.46,49.81,995.5,9075,S05
2026-08-21T09:29:25.000Z,695,series/20260821_115655/20260821_122925.jpg,VALID,2026-08-21T09:29:28.983Z,3.983,1,47.5,47.75,31.5,64.1,108.8,31.36,49.88,995.5,9100,S05
2026-08-21T09:29:55.000Z,694,series/20260821_115655/20260821_122955.jpg,VALID,2026-08-21T09:29:58.993Z,3.993,1,47.5,47.75,31.5,64.19,108.8,31.5,50.25,995.5,9130,S05
2026-08-21T09:30:25.000Z,693,series/20260821_115655/20260821_123025.jpg,VALID,2026-08-21T09:30:29.005Z,4.005,1,47.5,47.75,31.5,64,108.6,31.98,49.4,995.6,9160,S05
2026-08-21T09:30:55.000Z,695,series/20260821_115655/20260821_123055.jpg,VALID,2026-08-21T09:30:59.015Z,4.015,1,47.75,48,31.5,64.19,109,32.08,49.18,995.6,9190,S05
2026-08-21T09:31:55.000Z,702,series/20260821_115655/20260821_123155.jpg,VALID,2026-08-21T09:31:59.037Z,4.037,1,48,48.25,31.5,65.1,110.3,32.03,49.18,995.6,9250,S05
2026-08-21T09:32:25.000Z,699,series/20260821_115655/20260821_123225.jpg,VALID,2026-08-21T09:32:29.049Z,4.049,1,48.25,48.25,31.5,64.6,109.7,32.2,48.88,995.6,9280,S05
2026-08-21T09:32:55.000Z,698,series/20260821_115655/20260821_123255.jpg,VALID,2026-08-21T09:32:59.053Z,4.053,1,48.25,48.5,31.5,64.4,109.3,31.7,49.54,995.6,9310,S05
2026-08-21T09:33:25.000Z,695,series/20260821_115655/20260821_123325.jpg,VALID,2026-08-21T09:33:29.065Z,4.065,1,48.25,48.5,31.5,64.1,108.8,31.96,49.67,995.6,9340,S05
2026-08-21T09:33:55.000Z,691,series/20260821_115655/20260821_123355.jpg,VALID,2026-08-21T09:33:59.079Z,4.079,1,48.25,48.5,31.5,63.7,108.1,32.16,49.17,995.6,9370,S05
2026-08-21T09:34:25.000Z,697,series/20260821_115655/20260821_123425.jpg,VALID,2026-08-21T09:34:29.088Z,4.088,1,48.25,48.5,31.5,64.4,109.1,32.33,48.87,995.6,9400,S05
2026-08-21T09:34:55.000Z,698,series/20260821_115655/20260821_123455.jpg,VALID,2026-08-21T09:34:59.102Z,4.102,1,48.25,48.5,31.75,64.4,109.4,32.59,48.87,995.6,9430,S05
2026-08-21T09:35:25.000Z,699,series/20260821_115655/20260821_123525.jpg,VALID,2026-08-21T09:35:29.118Z,4.118,1,48.5,48.75,31.75,64.6,109.6,32.78,48.36,995.6,9460,S05
2026-08-21T09:35:55.000Z,693,series/20260821_115655/20260821_123555.jpg,VALID,2026-08-21T09:35:59.126Z,4.126,1,48.5,49,31.75,63.7,108.5,32.78,48.35,995.6,9490,S05
2026-08-21T09:36:25.000Z,690,series/20260821_115655/20260821_123625.jpg,VALID,2026-08-21T09:36:29.142Z,4.142,1,48.75,49,31.75,63.6,107.7,32.91,47.98,995.6,9520,S05
